market_id,snapshot_at_utc,event_id,event_start_time_utc,home_team_name,away_team_name,market_type,total_volume,market_status,in_play,H_selection_id,A_selection_id,D_selection_id,H_back_odds_l1,H_back_size_l1,H_back_odds_l2,H_back_size_l2,H_back_odds_l3,H_back_size_l3,A_back_odds_l1,A_back_size_l1,A_back_odds_l2,A_back_size_l2,A_back_odds_l3,A_back_size_l3,D_back_odds_l1,D_back_size_l1,D_back_odds_l2,D_back_size_l2,D_back_odds_l3,D_back_size_l3
1.251623784,2026-02-06T20:02:15.098340+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35147.6,OPEN,True,52495026,181248,58805,6.2,54.35,6,71.14,5.9,76.99,1.58,87.49,1.57,170.76,1.56,257.04,4.6,162.57,4.5,247.66,4.4,152.68
1.251623784,2026-02-06T20:03:15.410911+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35462.8,OPEN,True,52495026,181248,58805,6.2,16.49,6,144.62,5.9,41.72,1.6,1911.16,1.59,168.58,1.56,83.15,4.5,176.36,4.4,126.79,4.3,294.65
1.251623784,2026-02-06T20:04:15.748011+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35514.3,OPEN,True,52495026,181248,58805,2.9,13.76,2.72,239.38,2.7,80.95,2.32,99.09,2.26,34.53,2.22,130.2,3.05,25.44,2.94,13.33,2.92,216.88
1.251623784,2026-02-06T20:05:16.058726+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35572.7,OPEN,True,52495026,181248,58805,2.92,20.44,2.9,14.76,2.72,80.83,2.46,31.43,2.44,157.72,2.42,27.52,3.45,20.22,3.4,32.36,3.25,11.46
1.251623784,2026-02-06T20:06:16.403676+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35514.3,OPEN,True,52495026,181248,58805,2.58,44.65,2.26,16.36,2.04,18.13,1.57,16.86,1.56,16.41,1.42,26.04,4.3,13.29,2.1,99.04,1.6,120
1.251623784,2026-02-06T20:07:16.716185+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35697.9,OPEN,True,52495026,181248,58805,2.52,70.93,2.1,13.92,2.08,18.27,1.76,17.87,1.75,42.04,1.71,27.52,4,27.2,3.9,11.02,2.1,98.99
1.251623784,2026-02-06T20:08:17.040151+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,35514.3,OPEN,True,52495026,181248,58805,1.15,37.09,1.07,141.15,1.04,173.7,1.13,34.6,1.04,173.7,1.03,173.73,2.1,90,1.6,120,1.05,228.49
1.251623784,2026-02-06T20:09:17.349028+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,42608.9,OPEN,True,52495026,181248,58805,6.8,57.42,6.6,114.61,6.4,258.21,1.55,1875.74,1.54,891.18,1.53,930.37,4.7,75.92,4.6,520.72,4.5,200.73
1.251623784,2026-02-06T20:10:17.751486+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,48192.6,OPEN,True,52495026,181248,58805,6.6,141.1,6.4,147,6.2,140.16,1.55,968.49,1.53,62.94,1.52,113.8,4.7,53.07,4.6,579.28,4.5,171.35
1.251623784,2026-02-06T20:11:18.051044+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,52020.2,OPEN,True,52495026,181248,58805,7,309.61,6.8,291.09,6.6,411.79,1.51,31.97,1.5,838.28,1.49,635.05,4.8,182.2,4.7,357.08,4.6,289.3
1.251623784,2026-02-06T20:12:18.434721+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,52201.9,OPEN,True,52495026,181248,58805,7,26,6.8,246.28,6.6,186.76,1.52,141.54,1.51,271.36,1.5,657.18,4.8,173.64,4.7,228.44,4.6,329.95
1.251623784,2026-02-06T20:13:18.768388+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,54039.9,OPEN,True,52495026,181248,58805,7,114.11,6.8,227.55,6.6,120.82,1.51,55.05,1.5,30.52,1.49,846.2,4.8,35.11,4.7,89.4,4.6,377.65
1.251623784,2026-02-06T20:14:19.106902+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,54673.4,OPEN,True,52495026,181248,58805,7.2,292.22,7,194.84,6.8,431.83,1.5,19.96,1.49,28.52,1.48,81.14,4.9,129.21,4.8,212.55,4.7,348.5
1.251623784,2026-02-06T20:15:19.407662+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,55191.3,OPEN,True,52495026,181248,58805,8.4,104.51,8.2,135.09,8,163.63,1.45,27.52,1.44,91.93,1.43,920.36,5.1,148.91,5,207.05,4.9,349.91
1.251623784,2026-02-06T20:16:19.778566+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,55917.8,OPEN,True,52495026,181248,58805,9,17.32,8.8,209.35,8.6,170.35,1.4,563.14,1.39,1810.45,1.38,2246.34,5.3,153.45,5.2,308.47,5.1,211.84
1.251623784,2026-02-06T20:17:20.094893+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,56304.2,OPEN,True,52495026,181248,58805,9.4,16.33,9.2,149.78,9,143.99,1.4,293.67,1.39,927.65,1.38,1483.57,5.3,217.13,5.2,303,5.1,182.8
1.251623784,2026-02-06T20:18:20.402984+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,57292.8,OPEN,True,52495026,181248,58805,9.6,28.83,9.4,74.05,9.2,125.5,1.39,132.3,1.38,1635.41,1.37,1104.92,5.3,220.18,5.2,317.67,5.1,261.83
1.251623784,2026-02-06T20:19:20.761687+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,57582.2,OPEN,True,52495026,181248,58805,9.6,91.83,9.4,82.31,9.2,223.17,1.39,52.91,1.38,1612.36,1.37,741.13,5.5,11.82,5.4,114.15,5.3,341.72
1.251623784,2026-02-06T20:20:21.136041+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,58928.9,OPEN,True,52495026,181248,58805,10.5,32.08,10,45,9.8,58.96,1.36,871.49,1.35,1730.61,1.34,809.89,5.5,139.64,5.4,258.43,5.3,236.98
1.251623784,2026-02-06T20:21:21.444620+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,59516.1,OPEN,True,52495026,181248,58805,10.5,11,10,99.67,9.8,62.34,1.37,634.32,1.36,995.69,1.35,1802.59,5.5,165.64,5.4,120.01,5.3,368.31
1.251623784,2026-02-06T20:22:21.785005+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,59096.3,OPEN,True,52495026,181248,58805,10.5,16.94,10,100.87,9.8,76.48,1.37,821.5,1.36,980.31,1.35,1491.11,5.5,151.64,5.4,185.75,5.3,310.66
1.251623784,2026-02-06T20:23:22.145785+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,60936.4,OPEN,True,52495026,181248,58805,10.5,95.8,10,64.66,9.8,94.14,1.38,121.95,1.37,919.44,1.36,995.67,5.5,74.64,5.4,113.15,5.3,197.98
1.251623784,2026-02-06T20:24:22.477244+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,61658.4,OPEN,True,52495026,181248,58805,10.5,125.55,10,162.93,9.8,65.39,1.38,38.68,1.37,1414.56,1.36,1013.07,5.4,135.21,5.3,197.98,5.2,396.01
1.251623784,2026-02-06T20:25:22.793215+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,61575.1,OPEN,True,52495026,181248,58805,10.5,115.93,10,160.55,9.8,65.39,1.38,38.68,1.37,1397.13,1.36,1012.16,5.4,114.21,5.3,197.98,5.2,379.85
1.251623784,2026-02-06T20:26:23.103965+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,62049.4,OPEN,True,52495026,181248,58805,10.5,76.83,10,152.18,9.8,71.86,1.37,1136.59,1.36,1056.08,1.35,2292.51,5.4,178.1,5.3,197.98,5.2,384.36
1.251623784,2026-02-06T20:27:23.412860+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,62049.4,OPEN,True,52495026,181248,58805,10.5,76.83,10,152.18,9.8,71.86,1.37,1136.59,1.36,1056.08,1.35,2292.51,5.4,178.1,5.3,197.98,5.2,384.36
1.251623784,2026-02-06T20:28:23.724650+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,62223,OPEN,True,52495026,181248,58805,10.5,66.6,10,162.92,9.8,71.86,1.37,1418.08,1.36,1063.57,1.35,2270.07,5.4,168.26,5.3,197.98,5.2,407.02
1.251623784,2026-02-06T20:29:24.091866+00:00,35054471,2026-02-06T19:30:00+00:00,Red Bull Salzburg,Austria Wien,MATCH_ODDS,63173,OPEN,True,52495026,181248,58805,10.5,42.84,10,124.64,9.8,105.47,1.38,101.47,1.37,2086.03,1.36,2048.71,5.4,186.65,5.3,197.98,5.2,276.48
1.251722820,2026-02-07T16:15:15.221764+00:00,35061817,2026-02-07T15:30:00+00:00,PFC Levski Sofia,Botev Vratsa,MATCH_ODDS,29205.2,OPEN,True,21868583,5618938,58805,1.44,273.08,1.43,211.53,1.42,789.52,16.5,10.43,16,52.1,15.5,69.2,3.8,17.73,3.75,105.62,3.7,150.84
1.251722820,2026-02-07T16:21:28.250137+00:00,35061817,2026-02-07T15:30:00+00:00,PFC Levski Sofia,Botev Vratsa,MATCH_ODDS,31196.6,OPEN,True,21868583,5618938,58805,1.46,563.42,1.45,1011.63,1.44,1051.57,16,45.53,15.5,80.97,15,78.44,3.7,131.18,3.65,253.65,3.6,283.81
1.251722910,2026-02-06T16:01:48.103875+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,21380.2,OPEN,True,46982,20731976,58805,1.74,17.34,1.73,129.26,1.72,125.04,7.4,101.06,7.2,87.15,7,45.81,3.25,64.69,3.2,101.2,3.15,294.81
1.251722910,2026-02-06T16:02:48.478470+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,22657.7,OPEN,True,46982,20731976,58805,1.75,56.01,1.74,216.33,1.73,357.53,7.6,78.12,7.4,165.18,7.2,257.88,3.2,100.7,3.15,438.69,3.1,598.65
1.251722910,2026-02-06T16:03:48.819608+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,22583.8,OPEN,True,46982,20731976,58805,1.75,55.01,1.74,190.6,1.73,494.16,7.6,84.23,7.4,226.39,7.2,275.14,3.25,18.3,3.2,272.48,3.15,389.23
1.251722910,2026-02-06T16:04:49.236928+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,23490.5,OPEN,True,46982,20731976,58805,1.75,90.33,1.74,337.34,1.73,351.76,7.8,11.72,7.6,130.29,7.4,323.22,3.2,18.04,3.15,172.38,3.1,625
1.251722910,2026-02-06T16:05:49.589488+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,23634.3,OPEN,True,46982,20731976,58805,1.75,336.9,1.74,387.95,1.73,501.61,7.8,47.55,7.6,171.82,7.4,308.59,3.15,58.88,3.1,498.15,3.05,574.24
1.251722910,2026-02-06T16:06:49.972347+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,44512.3,OPEN,True,46982,20731976,58805,1.76,55.74,1.75,210.75,1.74,504.84,7.8,43.83,7.6,248.86,7.4,237.57,3.2,444.36,3.15,99.74,3.1,382.48
1.251722910,2026-02-06T16:07:50.333008+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,45340.5,OPEN,True,46982,20731976,58805,2.5,90.51,2.3,260.44,2.24,110.3,2.18,71.01,2.08,71.27,2.04,13.04,2.28,75.23,2.12,101.46,1.61,27.94
1.251722910,2026-02-06T16:08:50.680757+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,45335.3,OPEN,True,46982,20731976,58805,1.78,342.61,1.77,402.02,1.76,495.12,7.4,55.13,7.2,11.67,7,84.42,3.2,4702.7,3.1,20.24,3.05,153.26
1.251722910,2026-02-06T16:09:51.041410+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,45405.7,OPEN,True,46982,20731976,58805,3.2,40.76,3.15,701.13,3.1,239.14,2.34,111.87,2.32,329.94,2.3,180,3.1,44.06,3.05,21.36,3,18.36
1.251722910,2026-02-06T16:10:51.379664+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,45340.5,SUSPENDED,True,46982,20731976,58805,3,22.01,2.88,87.81,2.3,263.77,2.28,107.68,2.22,112.98,2.18,73.01,3.15,21.01,3,18.36,2.92,18.36
1.251722910,2026-02-06T16:11:51.779977+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,57376.9,OPEN,True,46982,20731976,58805,3.2,80.8,3.15,109.82,3.1,292.29,2.66,10.21,2.62,12.54,2.58,70.82,3.1,2175.95,3.05,76.06,3,121.06
1.251722910,2026-02-06T16:12:52.128977+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,55578.6,OPEN,True,46982,20731976,58805,3.25,191.6,3.2,271.2,3.15,265.68,2.62,63.08,2.6,88.31,2.58,38.09,3.1,2180.37,3.05,16.28,3,65.16
1.251722910,2026-02-06T16:13:52.449418+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,59208.1,OPEN,True,46982,20731976,58805,3.25,32.99,3.2,294.43,3.15,293.75,2.62,33.91,2.6,118.01,2.58,155.87,3.1,2071.46,3.05,188.24,3,204.57
1.251722910,2026-02-06T16:14:52.780765+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,59477.9,OPEN,True,46982,20731976,58805,3.25,279.1,3.2,487.12,3.15,212.86,2.6,55.89,2.58,139.91,2.56,82.38,3.1,2039.09,3.05,181.3,3,185.62
1.251722910,2026-02-06T16:15:53.096755+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,62196.3,OPEN,True,46982,20731976,58805,3.45,187.44,3.4,567.85,3.35,560.5,2.54,114.07,2.52,143.24,2.5,192.76,3.1,1081.01,3.05,56.7,3,211.6
1.251722910,2026-02-06T16:16:53.430066+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,60485.4,OPEN,True,46982,20731976,58805,3.4,217.51,3.35,772.73,3.3,422.82,2.52,208.14,2.5,380.69,2.48,864.68,3.1,1711.37,3.05,74.1,3,212.75
1.251722910,2026-02-06T16:17:53.810692+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,60488.2,OPEN,True,46982,20731976,58805,3.4,219.15,3.35,806.02,3.3,399.39,2.52,65.66,2.5,202.51,2.48,857.46,3.1,1711.37,3.05,52.22,3,228.01
1.251722910,2026-02-06T16:18:54.263084+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,63802.4,OPEN,True,46982,20731976,58805,3.5,123.33,3.45,552.27,3.4,615.59,2.5,222.24,2.48,766.45,2.46,791.89,3.1,495.43,3.05,56.7,3,96.01
1.251722910,2026-02-06T16:19:54.696135+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,63882.2,OPEN,True,46982,20731976,58805,3.5,332.33,3.45,508.85,3.4,583.31,2.52,18.13,2.5,48.97,2.48,58.16,3.1,468.83,3.05,56.7,3,110.65
1.251722910,2026-02-06T16:20:55.231448+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,63413.6,OPEN,True,46982,20731976,58805,3.5,203.19,3.45,295.91,3.4,701.86,2.52,35,2.5,139.87,2.48,772.26,3.1,639.38,3.05,56.7,3,218.48
1.251722910,2026-02-06T16:21:55.681461+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,64434.3,OPEN,True,46982,20731976,58805,3.55,326.22,3.5,256.4,3.45,626.96,2.5,20.61,2.46,133.93,2.44,27.48,3.1,259.11,3.05,56.7,3,142.34
1.251722910,2026-02-06T16:22:56.045874+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,64855,OPEN,True,46982,20731976,58805,3.65,71.77,3.6,109.57,3.55,146.12,2.44,117.04,2.42,175.4,2.4,890.35,3.1,143.26,3.05,56.7,3,132.61
1.251722910,2026-02-06T16:23:56.449896+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,70342.4,OPEN,True,46982,20731976,58805,3.65,85.98,3.6,61.31,3.55,368.25,2.44,59.9,2.42,243.08,2.4,69.94,3.05,147.76,3,36.73,2.98,44.68
1.251722910,2026-02-06T16:24:56.844703+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,68164.5,OPEN,True,46982,20731976,58805,3.6,91,3.55,169.95,3.5,263.52,2.42,193.9,2.4,116.66,2.38,333.96,3.05,178.57,3,36.73,2.98,36.73
1.251722910,2026-02-06T16:25:57.172182+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,71359.6,OPEN,True,46982,20731976,58805,3.8,139.51,3.75,217.23,3.7,491.63,2.4,229.38,2.38,79.36,2.36,701.39,3.05,79.91,3,98.61,2.98,130.88
1.251722910,2026-02-06T16:26:57.531801+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,71132.3,OPEN,True,46982,20731976,58805,3.75,243.27,3.7,77.42,3.65,277.15,2.4,215.32,2.38,75.54,2.36,605.36,3.05,80.91,3,106.28,2.98,292.77
1.251722910,2026-02-06T16:27:57.962596+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,73619.7,OPEN,True,46982,20731976,58805,3.9,76.11,3.85,29.06,3.8,367.39,2.38,98.81,2.36,199.65,2.34,406.23,3,110.3,2.98,81.87,2.96,196.92
1.251722910,2026-02-06T16:28:58.407228+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,73612.3,OPEN,True,46982,20731976,58805,3.85,33.57,3.8,128.6,3.75,361.97,2.38,95.93,2.36,168.81,2.34,279.11,3,94.28,2.98,60.16,2.96,96.85
1.251722910,2026-02-06T16:29:58.817919+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,74067.5,OPEN,True,46982,20731976,58805,3.8,115.39,3.75,181.46,3.7,249.48,2.38,235.97,2.36,221.39,2.34,221.99,3,98.58,2.98,14,2.96,35.51
1.251722910,2026-02-06T16:30:59.200255+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,74078.6,SUSPENDED,True,46982,20731976,58805,1.8,45.62,1.72,36.73,1.04,173.73,6,13.01,4.1,16.96,4,964.49,2.32,30,2.26,16.34,1.6,120
1.251722910,2026-02-06T16:31:59.637822+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,74078.6,SUSPENDED,True,46982,20731976,58805,1.8,45.62,1.72,36.73,1.04,173.73,6,13.01,4.1,16.96,4,964.49,2.32,30,2.26,16.34,1.6,120
1.251722910,2026-02-06T16:33:00.054229+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,74078.6,SUSPENDED,True,46982,20731976,58805,1.8,45.62,1.72,36.73,1.04,173.73,6,13.01,4.1,16.96,4,964.49,2.32,30,2.26,16.34,1.6,120
1.251722910,2026-02-06T16:34:00.421704+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,74459.5,OPEN,True,46982,20731976,58805,1.89,50,1.88,92.54,1.87,233.76,6.6,251.74,6.4,246.09,6.2,115.47,2.76,73.55,2.72,65.38,2.7,16.77
1.251722910,2026-02-06T16:35:00.792642+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,77046.2,OPEN,True,46982,20731976,58805,1.98,93.6,1.96,16.46,1.95,24.4,7,238.61,6.8,173.13,6.6,252.84,2.78,220.62,2.76,88.41,2.74,50
1.251722910,2026-02-06T16:36:01.138373+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,76697.1,OPEN,True,46982,20731976,58805,1.97,70.25,1.96,135.37,1.95,230.42,7,74.13,6.8,228.46,6.6,188.72,2.74,11.13,2.72,263.17,2.7,127.22
1.251722910,2026-02-06T16:37:01.591419+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,77706.5,OPEN,True,46982,20731976,58805,2,146.63,1.99,143.35,1.98,86.49,6.8,31.34,6.6,62.43,6.4,55.11,2.74,19.05,2.72,58.08,2.7,61.65
1.251722910,2026-02-06T16:38:02.103993+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,78262.4,OPEN,True,46982,20731976,58805,2,241.28,1.99,86.09,1.98,199.86,7.2,61.32,7,263.52,6.8,271.54,2.68,96.81,2.66,146.42,2.64,76.33
1.251722910,2026-02-06T16:39:02.526490+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,99257.1,OPEN,True,46982,20731976,58805,2.02,105.38,2,133.33,1.99,102.24,7.2,31.82,7,227.47,6.8,420.33,2.66,79.18,2.64,87.33,2.62,138.48
1.251722910,2026-02-06T16:40:02.908194+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,99257.1,OPEN,True,46982,20731976,58805,2.02,105.38,2,133.33,1.99,102.24,7.2,31.82,7,227.47,6.8,420.33,2.66,79.18,2.64,87.33,2.62,138.48
1.251722910,2026-02-06T16:41:03.356802+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,99445.9,OPEN,True,46982,20731976,58805,2,249.48,1.99,160.73,1.98,356.24,7.2,30.8,7,214.96,6.8,316.69,2.68,18.96,2.66,126.23,2.64,87.11
1.251722910,2026-02-06T16:42:03.893935+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,102185,OPEN,True,46982,20731976,58805,2.04,118.95,2.02,575.62,2,817,7.2,14.12,7,220.34,6.8,226.56,2.62,49.07,2.6,76.32,2.58,229.04
1.251722910,2026-02-06T16:43:04.418853+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,102002,OPEN,True,46982,20731976,58805,2.04,117.26,2.02,429.17,2,932.71,7.2,14.17,7,201.58,6.8,216.07,2.64,31.82,2.62,21.93,2.6,65.95
1.251722910,2026-02-06T16:44:05.007238+00:00,35061828,2026-02-06T15:45:00+00:00,CSKA Sofia,Arda,MATCH_ODDS,102178,OPEN,True,46982,20731976,58805,2.02,354.42,2,918.47,1.99,347.36,7.2,14.12,7,177.4,6.8,216.07,2.6,68.01,2.58,229.04,2.56,222.73
1.251955876,2026-02-06T14:01:02.196584+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,14513.4,OPEN,True,3475110,20732043,58805,23,28.88,21,14.66,20,19.7,1.25,752.36,1.24,3822.98,1.23,2110.16,5.8,12.53,5.7,104.71,5.6,71.45
1.251955876,2026-02-06T14:02:02.580619+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,14513.4,OPEN,True,3475110,20732043,58805,23,29.97,21,27.42,20,20.92,1.26,247.51,1.25,403.13,1.24,4126.93,5.8,12.53,5.7,59.44,5.6,105.94
1.251955876,2026-02-06T14:03:02.999798+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,14914.8,OPEN,True,3475110,20732043,58805,25,34.61,22,22.49,21,116.23,1.24,778.75,1.23,4347.27,1.22,1217.28,6,36.95,5.8,106.06,5.7,46.2
1.251955876,2026-02-06T14:04:03.443227+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,14845.3,OPEN,True,3475110,20732043,58805,25,18.58,24,16.89,22,13.02,1.25,254.69,1.24,1473.75,1.23,3333.75,5.8,20.67,5.7,105.23,5.6,182.86
1.251955876,2026-02-06T14:05:03.817657+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,14916.2,OPEN,True,3475110,20732043,58805,25,17.95,24,16.67,22,22.49,1.24,289.66,1.23,1630.39,1.22,1230.02,6,32.61,5.9,14.65,5.8,33.28
1.251955876,2026-02-06T14:06:04.230272+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,14986.9,OPEN,True,3475110,20732043,58805,29,20.73,27,20.12,25,18.96,1.23,243.88,1.22,2452.83,1.21,4512.45,6,102.82,5.9,41.07,5.8,165.71
1.251955876,2026-02-06T14:07:04.588108+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,15075.1,OPEN,True,3475110,20732043,58805,27,18.26,25,27.86,24,25.55,1.23,680.29,1.22,1229.24,1.21,4525.01,6,41.77,5.9,43.95,5.8,103.35
1.251955876,2026-02-06T14:08:04.950055+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,15396.2,OPEN,True,3475110,20732043,58805,30,19.84,27,10.78,26,37.11,1.23,516.53,1.22,1722.14,1.21,1763.83,6,60.1,5.9,44.56,5.8,170.71
1.251955876,2026-02-06T14:09:05.418095+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,15395,OPEN,True,3475110,20732043,58805,30,19.84,27,10.78,26,37.11,1.23,516.53,1.22,1722.14,1.21,1763.83,6,60.1,5.9,44.56,5.8,170.71
1.251955876,2026-02-06T14:10:05.823818+00:00,35080984,2026-02-06T13:15:00+00:00,Montana,CSKA 1948 Sofia,MATCH_ODDS,15396.4,OPEN,True,3475110,20732043,58805,30,19.84,27,10.78,26,37.11,1.23,222.48,1.22,1722.14,1.21,1763.83,6,45.79,5.9,44.56,5.8,170.71
