total_ticks,distinct_events,distinct_markets,distinct_selections,min_publish_time,max_publish_time,min_received_time,max_received_time
248484,56,56,112,2026-02-05 12:07:54.024+00,2026-02-06 23:57:22.957+00,2026-02-05 12:07:54.139+00,2026-02-06 23:57:22.969+00
